"DAY(collection_week)","Comparisons","question_label","rolling_mean","Subgroups","rolling_n","Max of current_period","Max of previous_period"
2024-09-09 00:00:00,"State","Civic Intent score",49.0235264043831,"TN Tennessee",12,,
2024-09-09 00:00:00,"State","Civic Intent score",51.16602287927032,"MD Maryland",8,,
2024-09-09 00:00:00,"State","Civic Intent score",53.20061429360794,"MN Minnesota",8,,
2024-09-09 00:00:00,"State","Civic Intent score",54.14036312849162,"OK Oklahoma",4,,
2024-09-09 00:00:00,"State","Civic Intent score",54.19713802660482,"TX Texas",27,,
2024-09-09 00:00:00,"State","Civic Intent score",55.83457802425893,"MA Massachusetts",13,,
2024-09-09 00:00:00,"State","Civic Intent score",56.77906646997569,"CA California",44,,
2024-09-09 00:00:00,"State","Civic Intent score",57.106274825076184,"AZ Arizona",10,,
2024-09-09 00:00:00,"State","Civic Intent score",57.64892029621484,"FL Florida",38,,
2024-09-09 00:00:00,"State","Civic Intent score",58.08282110062758,"CO Colorado",8,,
2024-09-09 00:00:00,"State","Civic Intent score",58.195065779552706,"NY New York",14,,
2024-09-09 00:00:00,"State","Civic Intent score",58.55582641973708,"GA Georgia",12,,
2024-09-09 00:00:00,"State","Civic Intent score",58.69807693173934,"WI Wisconsin",11,,
2024-09-09 00:00:00,"State","Civic Intent score",58.96999294620956,"PA Pennsylvania",18,,
2024-09-09 00:00:00,"State","Civic Intent score",59.3085563168575,"IN Indiana",8,,
2024-09-09 00:00:00,"State","Civic Intent score",59.7250462831537,"OH Ohio",18,,
2024-09-09 00:00:00,"State","Civic Intent score",60.29323311587823,"NJ New Jersey",16,,
2024-09-09 00:00:00,"State","Civic Intent score",60.615861316133646,"KY Kentucky",7,,
2024-09-09 00:00:00,"State","Civic Intent score",60.79048937073894,"UT Utah",5,,
2024-09-09 00:00:00,"State","Civic Intent score",61.076017457191135,"CT Connecticut",7,,
2024-09-09 00:00:00,"State","Civic Intent score",61.51574455595157,"IL Illinois",19,,
2024-09-09 00:00:00,"State","Civic Intent score",63.34665477349195,"LA Louisiana",10,,
2024-09-09 00:00:00,"State","Civic Intent score",64.53665935174051,"NV Nevada",6,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",50.66874015371092,"Hispanic Centers",16,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",51.66178640252554,"College Towns",33,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",52.960102259716734,"Rural Middle America",21,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",53.52208251585638,"Evangelical Hubs",7,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",53.88348663744541,"Urban Burbs",87,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",54.303066636841194,"Exurbs",47,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",56.82659040218401,"Military Posts",10,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",57.01193772532304,"Middle Suburbs",12,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",58.01466604156211,"Big Cities",115,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",59.156483950107415,"Working Class Country",10,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",61.18126392036471,"African American South",13,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",61.21969739579988,"Graying America",21,,
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",69.06672241466862,"Not available",5,,
2024-09-16 00:00:00,"Age","Civic Intent score",53.17839627363994,"18 to 24",47,,
2024-09-16 00:00:00,"Age","Civic Intent score",53.97605753085326,"30 to 34",47,,
2024-09-16 00:00:00,"Age","Civic Intent score",55.1320482091662,"35 to 49",99,,
2024-09-16 00:00:00,"Age","Civic Intent score",55.421857879233215,"50 to 64",102,,
2024-09-16 00:00:00,"Age","Civic Intent score",59.44795918474782,"65 to 85",87,,
2024-09-16 00:00:00,"Age","Civic Intent score",62.17900432438786,"25 to 29",21,,
2024-09-16 00:00:00,"All","Civic Intent score",56.03865916984047,"All",403,,
2024-09-16 00:00:00,"Children in Home","Civic Intent score",54.15938743888539,"No children in home",273,,
2024-09-16 00:00:00,"Children in Home","Civic Intent score",59.8614141811359,"Children in home",130,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",46.52316639508923,"Prefer not to answer",27,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",52.01867916535076,"Under $25,000",48,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",54.32723049562209,"$25,000 to $49,999",71,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",55.41518849259024,"$75,000 to $99,999",51,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",57.629419130825426,"Over $150,000",69,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",58.24737714402243,"$50,000 to $74,999",64,,
2024-09-16 00:00:00,"Demographics","Civic Intent score",61.03386848350255,"$100,000 to $150,000",73,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",40.81546160659065,"Prefer not to answer",9,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",50.343579951703596,"Hispanic/Latino",39,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",53.13215308503681,"Indigenous/ Native/First Nation",7,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",53.3274300003489,"Other",6,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",55.33307596574823,"Asian",17,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",56.946318482644784,"Caucasian/White",302,,
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",58.12135994248487,"African American",49,,
2024-09-16 00:00:00,"Gender","Civic Intent score",54.44454367371118,"Female",204,,
2024-09-16 00:00:00,"Gender","Civic Intent score",57.60512036928868,"Male",197,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",37.27453514253843,"Non-giver",165,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",69.71107651118363,"Gave something else",121,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",71.80866792562414,"Gave items",131,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",71.81949013473606,"Gave to registered nonprofit",154,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",72.60286691758459,"Gave to individual",120,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",72.86177829048384,"Gave money",131,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",73.83467915067192,"Gave to informal group",112,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",74.96479814902055,"Advocated",69,,
2024-09-16 00:00:00,"Giver Type","Civic Intent score",75.5510589702977,"Volunteered",94,,
2024-09-16 00:00:00,"State","Civic Intent score",46.04484003973004,"RI Rhode Island",5,,
2024-09-16 00:00:00,"State","Civic Intent score",46.774365258137735,"MN Minnesota",7,,
2024-09-16 00:00:00,"State","Civic Intent score",47.49652458585611,"CO Colorado",11,,
2024-09-16 00:00:00,"State","Civic Intent score",47.65178847730594,"DC District of Columbia",5,,
2024-09-16 00:00:00,"State","Civic Intent score",48.34837363347163,"VA Virginia",13,,
2024-09-16 00:00:00,"State","Civic Intent score",48.52606713117742,"MI Michigan",10,,
2024-09-16 00:00:00,"State","Civic Intent score",49.00872905027932,"HI Hawaii",4,,
2024-09-16 00:00:00,"State","Civic Intent score",49.929884320745636,"NE Nebraska",7,,
2024-09-16 00:00:00,"State","Civic Intent score",50.057760478162535,"MD Maryland",10,,
2024-09-16 00:00:00,"State","Civic Intent score",51.456450966382626,"TN Tennessee",13,,
2024-09-16 00:00:00,"State","Civic Intent score",52.57925977653631,"NM New Mexico",4,,
2024-09-16 00:00:00,"State","Civic Intent score",52.70297937156088,"TX Texas",33,,
2024-09-16 00:00:00,"State","Civic Intent score",53.13819492460615,"CT Connecticut",5,,
2024-09-16 00:00:00,"State","Civic Intent score",53.67422034144629,"NY New York",12,,
2024-09-16 00:00:00,"State","Civic Intent score",53.85090782122906,"OK Oklahoma",4,,
2024-09-16 00:00:00,"State","Civic Intent score",53.94067058424937,"AZ Arizona",10,,
2024-09-16 00:00:00,"State","Civic Intent score",54.37588838241244,"WI Wisconsin",9,,
2024-09-16 00:00:00,"State","Civic Intent score",54.885263088950076,"NC North Carolina",11,,
2024-09-16 00:00:00,"State","Civic Intent score",55.47906712746845,"FL Florida",38,,
2024-09-16 00:00:00,"State","Civic Intent score",55.50805355726987,"MA Massachusetts",12,,
2024-09-16 00:00:00,"State","Civic Intent score",56.712427804722275,"CA California",43,,
2024-09-16 00:00:00,"State","Civic Intent score",58.49324233803955,"MO Missouri",13,,
2024-09-16 00:00:00,"State","Civic Intent score",59.33453719422827,"IL Illinois",19,,
2024-09-16 00:00:00,"State","Civic Intent score",60.3415444113951,"NJ New Jersey",17,,
2024-09-16 00:00:00,"State","Civic Intent score",60.44481852621969,"IN Indiana",9,,
2024-09-16 00:00:00,"State","Civic Intent score",61.73286561155131,"OH Ohio",16,,
2024-09-16 00:00:00,"State","Civic Intent score",61.85575610937434,"PA Pennsylvania",21,,
2024-09-16 00:00:00,"State","Civic Intent score",63.40684242519085,"OR Oregon",11,,
2024-09-16 00:00:00,"State","Civic Intent score",64.37094047843875,"GA Georgia",8,,
2024-09-16 00:00:00,"State","Civic Intent score",64.44518990558389,"LA Louisiana",10,,
2024-09-16 00:00:00,"State","Civic Intent score",68.15102511968153,"NV Nevada",6,,
2024-09-16 00:00:00,"State","Civic Intent score",69.36872806430274,"AL Alabama",6,,
2024-09-16 00:00:00,"State","Civic Intent score",80.73184357541898,"ID Idaho",4,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",47.837290590138046,"Military Posts",10,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",50.57668384804863,"Hispanic Centers",15,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",52.03464850458043,"College Towns",35,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",52.63109138471316,"Working Class Country",8,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",53.4117919169509,"Urban Burbs",81,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",53.585604540227244,"Exurbs",49,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",55.99978026589225,"Rural Middle America",23,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",56.69881232254983,"Middle Suburbs",16,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",57.99964721295812,"Graying America",22,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",58.82962877755896,"Big Cities",111,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",59.37573926975099,"Evangelical Hubs",11,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",63.693992068650104,"African American South",13,,
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",64.08663153476154,"LDS Enclaves",6,,
2024-09-23 00:00:00,"Age","Civic Intent score",53.42920796963937,"50 to 64",102,,
2024-09-23 00:00:00,"Age","Civic Intent score",54.739275546744054,"35 to 49",100,,
2024-09-23 00:00:00,"Age","Civic Intent score",56.82355521789456,"30 to 34",48,,
2024-09-23 00:00:00,"Age","Civic Intent score",56.979267028137734,"18 to 24",47,,
2024-09-23 00:00:00,"Age","Civic Intent score",57.320731764929604,"65 to 85",87,,
2024-09-23 00:00:00,"Age","Civic Intent score",63.11703187595033,"25 to 29",20,,
2024-09-23 00:00:00,"All","Civic Intent score",55.94236313057246,"All",404,,
2024-09-23 00:00:00,"Children in Home","Civic Intent score",53.15893488737526,"No children in home",265,,
2024-09-23 00:00:00,"Children in Home","Civic Intent score",61.01961453366449,"Children in home",139,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",49.57240681837386,"Prefer not to answer",26,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",51.4208099465112,"$25,000 to $49,999",63,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",55.52098331841279,"Under $25,000",51,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",56.21346813163816,"$75,000 to $99,999",57,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",56.739351407320534,"$50,000 to $74,999",68,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",58.01701651714154,"Over $150,000",74,,
2024-09-23 00:00:00,"Demographics","Civic Intent score",59.63888349465464,"$100,000 to $150,000",65,,
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",38.55714638308783,"Prefer not to answer",7,,
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",53.01780689149697,"Asian",20,,
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",54.73363503445798,"Hispanic/Latino",37,,
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",56.638574058864975,"Caucasian/White",310,,
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",57.239243895231304,"African American",39,,
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",64.84951117318435,"Eastern or Central European",4,,
2024-09-23 00:00:00,"Gender","Civic Intent score",44.407821229050285,"Prefer not to answer",4,,
2024-09-23 00:00:00,"Gender","Civic Intent score",54.31298173941943,"Female",203,,
2024-09-23 00:00:00,"Gender","Civic Intent score",57.727160434560794,"Male",198,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",37.85865834282158,"Non-giver",171,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",70.31298720663922,"Gave something else",120,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",71.43538063779403,"Gave items",131,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",71.87362476791691,"Gave to registered nonprofit",153,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",72.82951646528345,"Gave to individual",121,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",73.388190228028,"Gave money",120,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",73.73680635083662,"Gave to informal group",111,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",75.1643181241665,"Volunteered",97,,
2024-09-23 00:00:00,"Giver Type","Civic Intent score",76.33837211932237,"Advocated",62,,
2024-09-23 00:00:00,"State","Civic Intent score",43.57541899441341,"OK Oklahoma",4,,
2024-09-23 00:00:00,"State","Civic Intent score",43.99999999999999,"CT Connecticut",4,,
2024-09-23 00:00:00,"State","Civic Intent score",47.8490775360348,"CO Colorado",13,,
2024-09-23 00:00:00,"State","Civic Intent score",50.16063922662397,"MI Michigan",9,,
2024-09-23 00:00:00,"State","Civic Intent score",51.19504387829757,"VA Virginia",9,,
2024-09-23 00:00:00,"State","Civic Intent score",51.40761815703483,"MN Minnesota",8,,
2024-09-23 00:00:00,"State","Civic Intent score",52.02198330697272,"MD Maryland",9,,
2024-09-23 00:00:00,"State","Civic Intent score",52.03298824239128,"TN Tennessee",13,,
2024-09-23 00:00:00,"State","Civic Intent score",52.160265363128474,"AR Arkansas",4,,
2024-09-23 00:00:00,"State","Civic Intent score",52.55626281567166,"NC North Carolina",9,,
2024-09-23 00:00:00,"State","Civic Intent score",53.088701258167646,"WA Washington",8,,
2024-09-23 00:00:00,"State","Civic Intent score",54.179178958826405,"KS Kansas",6,,
2024-09-23 00:00:00,"State","Civic Intent score",54.620567873929105,"AZ Arizona",11,,
2024-09-23 00:00:00,"State","Civic Intent score",55.285664375668574,"IA Iowa",9,,
2024-09-23 00:00:00,"State","Civic Intent score",55.48512590583634,"OR Oregon",11,,
2024-09-23 00:00:00,"State","Civic Intent score",56.068394806464354,"MA Massachusetts",11,,
2024-09-23 00:00:00,"State","Civic Intent score",56.28337676481249,"TX Texas",35,,
2024-09-23 00:00:00,"State","Civic Intent score",56.31971044583482,"FL Florida",39,,
2024-09-23 00:00:00,"State","Civic Intent score",56.68928562246718,"CA California",41,,
2024-09-23 00:00:00,"State","Civic Intent score",57.04115900000164,"NY New York",16,,
2024-09-23 00:00:00,"State","Civic Intent score",58.55735599908319,"GA Georgia",11,,
2024-09-23 00:00:00,"State","Civic Intent score",58.61904742302308,"NJ New Jersey",15,,
2024-09-23 00:00:00,"State","Civic Intent score",58.787416745040616,"UT Utah",5,,
2024-09-23 00:00:00,"State","Civic Intent score",59.517444556470714,"IL Illinois",13,,
2024-09-23 00:00:00,"State","Civic Intent score",59.94719616753182,"IN Indiana",10,,
2024-09-23 00:00:00,"State","Civic Intent score",60.62419036790567,"OH Ohio",17,,
2024-09-23 00:00:00,"State","Civic Intent score",61.1981755569171,"PA Pennsylvania",20,,
2024-09-23 00:00:00,"State","Civic Intent score",61.29622174921534,"LA Louisiana",9,,
2024-09-23 00:00:00,"State","Civic Intent score",61.620953967589365,"VT Vermont",5,,
2024-09-23 00:00:00,"State","Civic Intent score",62.18876988316867,"MO Missouri",8,,
2024-09-23 00:00:00,"State","Civic Intent score",63.20135511330302,"NV Nevada",8,,
2024-09-23 00:00:00,"State","Civic Intent score",73.73031723361315,"AL Alabama",5,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",49.98826236550296,"Hispanic Centers",13,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",50.56895452770678,"College Towns",33,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",51.37182951407762,"Exurbs",49,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",51.50032350002867,"Urban Burbs",81,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",57.195605310643984,"Middle Suburbs",13,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",57.278126259357926,"Graying America",22,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",57.88462460916716,"Military Posts",12,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",58.33292630437007,"Working Class Country",7,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",59.55678971439259,"African American South",9,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",61.12682933436028,"Big Cities",124,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",61.796970466595134,"Rural Middle America",23,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",63.26197134498158,"Evangelical Hubs",11,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",63.77727399286209,"LDS Enclaves",6,,
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",68.4440967163446,"Not available",5,,
2024-09-30 00:00:00,"Age","Civic Intent score",54.386020865221056,"50 to 64",101,,
2024-09-30 00:00:00,"Age","Civic Intent score",54.631318093998345,"35 to 49",100,,
2024-09-30 00:00:00,"Age","Civic Intent score",56.11274439222629,"65 to 85",87,,
2024-09-30 00:00:00,"Age","Civic Intent score",59.07788709425219,"18 to 24",48,,
2024-09-30 00:00:00,"Age","Civic Intent score",60.011133279284685,"30 to 34",50,,
2024-09-30 00:00:00,"Age","Civic Intent score",61.647088892385476,"25 to 29",19,,
2024-09-30 00:00:00,"All","Civic Intent score",56.51335337093373,"All",405,,
2024-09-30 00:00:00,"Children in Home","Civic Intent score",52.82613517248932,"No children in home",260,,
2024-09-30 00:00:00,"Children in Home","Civic Intent score",62.82054487420412,"Children in home",145,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",50.61752615802207,"Prefer not to answer",30,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",52.61747852876438,"$25,000 to $49,999",68,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",55.33529201860101,"$75,000 to $99,999",49,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",56.19855657844847,"Under $25,000",44,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",56.64621345052678,"$50,000 to $74,999",77,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",59.33588037853257,"Over $150,000",73,,
2024-09-30 00:00:00,"Demographics","Civic Intent score",61.053622969292555,"$100,000 to $150,000",64,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",48.75296491626683,"Other",5,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",50.733133424449704,"Asian",19,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",54.02527544178414,"Indigenous/ Native/First Nation",6,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",56.74035279646563,"Hispanic/Latino",38,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",56.77621478341823,"Caucasian/White",318,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",58.29425265414178,"African American",35,,
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",66.66515363128491,"Eastern or Central European",4,,
2024-09-30 00:00:00,"Gender","Civic Intent score",56.07304982337038,"Female",205,,
2024-09-30 00:00:00,"Gender","Civic Intent score",57.062897314649476,"Male",197,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",39.12582558220972,"Non-giver",174,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",71.12890848702689,"Gave something else",124,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",72.27334067352886,"Gave to registered nonprofit",153,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",72.80950648798398,"Gave items",135,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",73.02133719025737,"Gave to individual",123,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",73.39910984490814,"Gave to informal group",121,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",73.61019738887397,"Gave money",124,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",75.69507258615795,"Volunteered",102,,
2024-09-30 00:00:00,"Giver Type","Civic Intent score",77.76212281597886,"Advocated",65,,
2024-09-30 00:00:00,"State","Civic Intent score",11.946927374301673,"MT Montana",4,,
2024-09-30 00:00:00,"State","Civic Intent score",42.13642008541545,"WV West Virginia",5,,
2024-09-30 00:00:00,"State","Civic Intent score",43.661485040389636,"CT Connecticut",5,,
2024-09-30 00:00:00,"State","Civic Intent score",44.51556062442936,"DE Delaware",5,,
2024-09-30 00:00:00,"State","Civic Intent score",44.667946927374295,"AK Alaska",4,,
2024-09-30 00:00:00,"State","Civic Intent score",46.58484636871506,"HI Hawaii",4,,
2024-09-30 00:00:00,"State","Civic Intent score",47.33030563841841,"OR Oregon",10,,
2024-09-30 00:00:00,"State","Civic Intent score",47.64722102534006,"MN Minnesota",8,,
2024-09-30 00:00:00,"State","Civic Intent score",48.60162855169445,"MD Maryland",10,,
2024-09-30 00:00:00,"State","Civic Intent score",50.11986540028853,"MA Massachusetts",9,,
2024-09-30 00:00:00,"State","Civic Intent score",50.75547830201018,"WI Wisconsin",9,,
2024-09-30 00:00:00,"State","Civic Intent score",50.981560298399266,"NE Nebraska",7,,
2024-09-30 00:00:00,"State","Civic Intent score",52.04232233991616,"WA Washington",7,,
2024-09-30 00:00:00,"State","Civic Intent score",52.93145257175971,"CO Colorado",12,,
2024-09-30 00:00:00,"State","Civic Intent score",53.44535086992312,"IA Iowa",7,,
2024-09-30 00:00:00,"State","Civic Intent score",53.50733240223463,"NM New Mexico",4,,
2024-09-30 00:00:00,"State","Civic Intent score",54.51065832018832,"GA Georgia",11,,
2024-09-30 00:00:00,"State","Civic Intent score",54.9503084007238,"NJ New Jersey",15,,
2024-09-30 00:00:00,"State","Civic Intent score",55.24683410902837,"VA Virginia",11,,
2024-09-30 00:00:00,"State","Civic Intent score",56.34474759728978,"MS Mississippi",5,,
2024-09-30 00:00:00,"State","Civic Intent score",56.854380040046024,"ME Maine",5,,
2024-09-30 00:00:00,"State","Civic Intent score",57.251709600682005,"TX Texas",34,,
2024-09-30 00:00:00,"State","Civic Intent score",57.27296506183169,"MO Missouri",10,,
2024-09-30 00:00:00,"State","Civic Intent score",57.334483421259264,"CA California",40,,
2024-09-30 00:00:00,"State","Civic Intent score",57.50308379437936,"PA Pennsylvania",20,,
2024-09-30 00:00:00,"State","Civic Intent score",57.75114749007323,"FL Florida",42,,
2024-09-30 00:00:00,"State","Civic Intent score",58.28565446854535,"NC North Carolina",10,,
2024-09-30 00:00:00,"State","Civic Intent score",58.41618769476128,"UT Utah",5,,
2024-09-30 00:00:00,"State","Civic Intent score",58.68013219317179,"IL Illinois",16,,
2024-09-30 00:00:00,"State","Civic Intent score",59.21190106977579,"MI Michigan",12,,
2024-09-30 00:00:00,"State","Civic Intent score",59.23331171118895,"LA Louisiana",8,,
2024-09-30 00:00:00,"State","Civic Intent score",59.763404124302305,"IN Indiana",9,,
2024-09-30 00:00:00,"State","Civic Intent score",61.260584984915035,"SC South Carolina",9,,
2024-09-30 00:00:00,"State","Civic Intent score",61.68018098215929,"AZ Arizona",11,,
2024-09-30 00:00:00,"State","Civic Intent score",62.58649625588811,"NY New York",17,,
2024-09-30 00:00:00,"State","Civic Intent score",62.77795568044371,"TN Tennessee",10,,
2024-09-30 00:00:00,"State","Civic Intent score",64.49406962689397,"KY Kentucky",8,,
2024-09-30 00:00:00,"State","Civic Intent score",66.4506711588702,"DC District of Columbia",5,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",22.45500679669259,"Native American Lands",3,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",52.539690222446055,"Urban Burbs",80,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",52.921157861518296,"Exurbs",53,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",54.59853313656037,"College Towns",33,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",55.71953324985949,"Hispanic Centers",8,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",59.035630592504354,"Working Class Country",9,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",59.22454894519274,"Rural Middle America",23,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",59.22590810537345,"Graying America",22,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",60.078001496451854,"Big Cities",121,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",60.28933581349803,"Middle Suburbs",18,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",60.51113582248986,"Not available",5,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",64.31259652809682,"Military Posts",11,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",64.46590836515234,"LDS Enclaves",5,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",67.62979534471705,"African American South",7,,
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",68.3397703314644,"Evangelical Hubs",12,,
2024-10-07 00:00:00,"Age","Civic Intent score",56.25608975696633,"50 to 64",100,,
2024-10-07 00:00:00,"Age","Civic Intent score",57.01063417945333,"35 to 49",101,,
2024-10-07 00:00:00,"Age","Civic Intent score",57.03239208323859,"30 to 34",48,,
2024-10-07 00:00:00,"Age","Civic Intent score",57.07614777476909,"65 to 85",87,,
2024-10-07 00:00:00,"Age","Civic Intent score",59.2008360560099,"25 to 29",23,,
2024-10-07 00:00:00,"Age","Civic Intent score",60.7579499327156,"18 to 24",46,,
2024-10-07 00:00:00,"All","Civic Intent score",57.4195468077743,"All",405,,
2024-10-07 00:00:00,"Children in Home","Civic Intent score",54.14524009339619,"No children in home",257,,
2024-10-07 00:00:00,"Children in Home","Civic Intent score",62.82366271809896,"Children in home",148,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",50.713977355014116,"Prefer not to answer",28,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",55.211069921944905,"Under $25,000",49,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",55.27405178280727,"$25,000 to $49,999",74,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",55.516976201726486,"$50,000 to $74,999",78,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",58.44222081739332,"$75,000 to $99,999",51,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",60.39324442645188,"Over $150,000",69,,
2024-10-07 00:00:00,"Demographics","Civic Intent score",63.82157867165567,"$100,000 to $150,000",56,,
2024-10-07 00:00:00,"Ethnicity","Civic Intent score",44.85942092418918,"Prefer not to answer",7,,
