"DAY(collection_week)","Comparisons","question_label","rolling_mean","Subgroups","rolling_n","Max of current_period","Max of previous_period"
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",,,405,0,0
2024-07-22 00:00:00,"Age","Civic Intent score",,,400,0,0
2024-07-22 00:00:00,"All","Civic Intent score",,,400,0,0
2024-07-22 00:00:00,"Children in Home","Civic Intent score",,,400,0,0
2024-07-22 00:00:00,"Demographics","Civic Intent score",,,400,0,0
2024-07-22 00:00:00,"Ethnicity","Civic Intent score",,,453,0,0
2024-07-22 00:00:00,"Gender","Civic Intent score",,,404,0,0
2024-07-22 00:00:00,"Giver Type","Civic Intent score",,,1166,0,0
2024-07-22 00:00:00,"State","Civic Intent score",,,402,0,0
2024-07-29 00:00:00,"ACP Community Type","Civic Intent score",,,398,0,0
2024-07-29 00:00:00,"Age","Civic Intent score",,,400,0,0
2024-07-29 00:00:00,"All","Civic Intent score",,,400,0,0
2024-07-29 00:00:00,"Children in Home","Civic Intent score",,,400,0,0
2024-07-29 00:00:00,"Demographics","Civic Intent score",,,400,0,0
2024-07-29 00:00:00,"Ethnicity","Civic Intent score",,,445,0,0
2024-07-29 00:00:00,"Gender","Civic Intent score",,,400,0,0
2024-07-29 00:00:00,"Giver Type","Civic Intent score",,,1200,0,0
2024-07-29 00:00:00,"State","Civic Intent score",,,391,0,0
2024-08-05 00:00:00,"ACP Community Type","Civic Intent score",,,400,0,0
2024-08-05 00:00:00,"Age","Civic Intent score",,,401,0,0
2024-08-05 00:00:00,"All","Civic Intent score",,,401,0,0
2024-08-05 00:00:00,"Children in Home","Civic Intent score",,,401,0,0
2024-08-05 00:00:00,"Demographics","Civic Intent score",,,401,0,0
2024-08-05 00:00:00,"Ethnicity","Civic Intent score",,,436,0,0
2024-08-05 00:00:00,"Gender","Civic Intent score",,,398,0,0
2024-08-05 00:00:00,"Giver Type","Civic Intent score",,,1216,0,0
2024-08-05 00:00:00,"State","Civic Intent score",,,372,0,0
2024-08-12 00:00:00,"ACP Community Type","Civic Intent score",,,404,0,0
2024-08-12 00:00:00,"Age","Civic Intent score",,,403,0,0
2024-08-12 00:00:00,"All","Civic Intent score",,,403,0,0
2024-08-12 00:00:00,"Children in Home","Civic Intent score",,,403,0,0
2024-08-12 00:00:00,"Demographics","Civic Intent score",,,403,0,0
2024-08-12 00:00:00,"Ethnicity","Civic Intent score",,,433,0,0
2024-08-12 00:00:00,"Gender","Civic Intent score",,,406,0,0
2024-08-12 00:00:00,"Giver Type","Civic Intent score",,,1219,0,0
2024-08-12 00:00:00,"State","Civic Intent score",,,412,0,0
2024-08-19 00:00:00,"ACP Community Type","Civic Intent score",,,402,0,0
2024-08-19 00:00:00,"Age","Civic Intent score",,,403,0,0
2024-08-19 00:00:00,"All","Civic Intent score",,,403,0,0
2024-08-19 00:00:00,"Children in Home","Civic Intent score",,,403,0,0
2024-08-19 00:00:00,"Demographics","Civic Intent score",,,403,0,0
2024-08-19 00:00:00,"Ethnicity","Civic Intent score",,,416,0,0
2024-08-19 00:00:00,"Gender","Civic Intent score",,,399,0,0
2024-08-19 00:00:00,"Giver Type","Civic Intent score",,,1185,0,0
2024-08-19 00:00:00,"State","Civic Intent score",,,408,0,0
2024-08-26 00:00:00,"ACP Community Type","Civic Intent score",,,408,0,0
2024-08-26 00:00:00,"Age","Civic Intent score",,,403,0,0
2024-08-26 00:00:00,"All","Civic Intent score",,,403,0,0
2024-08-26 00:00:00,"Children in Home","Civic Intent score",,,403,0,0
2024-08-26 00:00:00,"Demographics","Civic Intent score",,,403,0,0
2024-08-26 00:00:00,"Ethnicity","Civic Intent score",,,437,0,0
2024-08-26 00:00:00,"Gender","Civic Intent score",,,400,0,0
2024-08-26 00:00:00,"Giver Type","Civic Intent score",,,1175,0,0
2024-08-26 00:00:00,"State","Civic Intent score",,,395,0,0
2024-09-02 00:00:00,"ACP Community Type","Civic Intent score",,,409,0,0
2024-09-02 00:00:00,"Age","Civic Intent score",,,403,0,0
2024-09-02 00:00:00,"All","Civic Intent score",,,403,0,0
2024-09-02 00:00:00,"Children in Home","Civic Intent score",,,403,0,0
2024-09-02 00:00:00,"Demographics","Civic Intent score",,,403,0,0
2024-09-02 00:00:00,"Ethnicity","Civic Intent score",,,426,0,0
2024-09-02 00:00:00,"Gender","Civic Intent score",,,400,0,0
2024-09-02 00:00:00,"Giver Type","Civic Intent score",,,1148,0,0
2024-09-02 00:00:00,"State","Civic Intent score",,,436,0,0
2024-09-09 00:00:00,"ACP Community Type","Civic Intent score",,,403,0,0
2024-09-09 00:00:00,"Age","Civic Intent score",,,402,0,0
2024-09-09 00:00:00,"All","Civic Intent score",,,402,0,0
2024-09-09 00:00:00,"Children in Home","Civic Intent score",,,402,0,0
2024-09-09 00:00:00,"Demographics","Civic Intent score",,,402,0,0
2024-09-09 00:00:00,"Ethnicity","Civic Intent score",,,431,0,0
2024-09-09 00:00:00,"Gender","Civic Intent score",,,409,0,0
2024-09-09 00:00:00,"Giver Type","Civic Intent score",,,1096,0,0
2024-09-09 00:00:00,"State","Civic Intent score",,,385,0,0
2024-09-16 00:00:00,"ACP Community Type","Civic Intent score",,,397,0,0
2024-09-16 00:00:00,"Age","Civic Intent score",,,403,0,0
2024-09-16 00:00:00,"All","Civic Intent score",,,403,0,0
2024-09-16 00:00:00,"Children in Home","Civic Intent score",,,403,0,0
2024-09-16 00:00:00,"Demographics","Civic Intent score",,,403,0,0
2024-09-16 00:00:00,"Ethnicity","Civic Intent score",,,429,0,0
2024-09-16 00:00:00,"Gender","Civic Intent score",,,401,0,0
2024-09-16 00:00:00,"Giver Type","Civic Intent score",,,1097,0,0
2024-09-16 00:00:00,"State","Civic Intent score",,,406,0,0
2024-09-23 00:00:00,"ACP Community Type","Civic Intent score",,,400,0,0
2024-09-23 00:00:00,"Age","Civic Intent score",,,404,0,0
2024-09-23 00:00:00,"All","Civic Intent score",,,404,0,0
2024-09-23 00:00:00,"Children in Home","Civic Intent score",,,404,0,0
2024-09-23 00:00:00,"Demographics","Civic Intent score",,,404,0,0
2024-09-23 00:00:00,"Ethnicity","Civic Intent score",,,417,0,0
2024-09-23 00:00:00,"Gender","Civic Intent score",,,405,0,0
2024-09-23 00:00:00,"Giver Type","Civic Intent score",,,1086,0,0
2024-09-23 00:00:00,"State","Civic Intent score",,,395,0,0
2024-09-30 00:00:00,"ACP Community Type","Civic Intent score",,,408,0,0
2024-09-30 00:00:00,"Age","Civic Intent score",,,405,0,0
2024-09-30 00:00:00,"All","Civic Intent score",,,405,0,0
2024-09-30 00:00:00,"Children in Home","Civic Intent score",,,405,0,0
2024-09-30 00:00:00,"Demographics","Civic Intent score",,,405,0,0
2024-09-30 00:00:00,"Ethnicity","Civic Intent score",,,425,0,0
2024-09-30 00:00:00,"Gender","Civic Intent score",,,402,0,0
2024-09-30 00:00:00,"Giver Type","Civic Intent score",,,1121,0,0
2024-09-30 00:00:00,"State","Civic Intent score",,,423,0,0
2024-10-07 00:00:00,"ACP Community Type","Civic Intent score",,,410,0,108.77094972067039
2024-10-07 00:00:00,"Age","Civic Intent score",,,405,0,80.90131091287593
2024-10-07 00:00:00,"All","Civic Intent score",,,405,0,66.01561522670616
2024-10-07 00:00:00,"Children in Home","Civic Intent score",,,405,0,76.78105016567395
2024-10-07 00:00:00,"Demographics","Civic Intent score",,,405,0,80.69964253623193
2024-10-07 00:00:00,"Ethnicity","Civic Intent score",,,430,0,94.32960893854747
2024-10-07 00:00:00,"Gender","Civic Intent score",,,404,0,85.61717877094972
2024-10-07 00:00:00,"Giver Type","Civic Intent score",,,1201,0,89.6973954277409
2024-10-07 00:00:00,"State","Civic Intent score",,,396,0,106.77374301675977
2024-10-14 00:00:00,"ACP Community Type","Civic Intent score",,,397,0,108.77094972067039
2024-10-14 00:00:00,"Age","Civic Intent score",,,404,0,80.90131091287593
2024-10-14 00:00:00,"All","Civic Intent score",,,404,0,66.01561522670616
2024-10-14 00:00:00,"Children in Home","Civic Intent score",,,404,0,76.78105016567395
2024-10-14 00:00:00,"Demographics","Civic Intent score",,,404,0,80.69964253623193
2024-10-14 00:00:00,"Ethnicity","Civic Intent score",,,427,0,94.32960893854747
2024-10-14 00:00:00,"Gender","Civic Intent score",,,403,0,85.61717877094972
2024-10-14 00:00:00,"Giver Type","Civic Intent score",,,1224,0,89.6973954277409
2024-10-14 00:00:00,"State","Civic Intent score",,,410,0,106.77374301675977
2024-10-21 00:00:00,"ACP Community Type","Civic Intent score",,,401,0,108.77094972067039
2024-10-21 00:00:00,"Age","Civic Intent score",,,404,0,80.90131091287593
2024-10-21 00:00:00,"All","Civic Intent score",,,404,0,66.01561522670616
2024-10-21 00:00:00,"Children in Home","Civic Intent score",,,404,0,76.78105016567395
2024-10-21 00:00:00,"Demographics","Civic Intent score",,,404,0,80.69964253623193
2024-10-21 00:00:00,"Ethnicity","Civic Intent score",,,426,0,94.32960893854747
2024-10-21 00:00:00,"Gender","Civic Intent score",,,404,0,85.61717877094972
2024-10-21 00:00:00,"Giver Type","Civic Intent score",,,1188,0,89.6973954277409
2024-10-21 00:00:00,"State","Civic Intent score",,,418,0,106.77374301675977
2024-10-28 00:00:00,"ACP Community Type","Civic Intent score",,,389,0,108.77094972067039
2024-10-28 00:00:00,"Age","Civic Intent score",,,406,0,80.90131091287593
2024-10-28 00:00:00,"All","Civic Intent score",,,406,0,66.01561522670616
2024-10-28 00:00:00,"Children in Home","Civic Intent score",,,406,0,76.78105016567395
2024-10-28 00:00:00,"Demographics","Civic Intent score",,,406,0,80.69964253623193
2024-10-28 00:00:00,"Ethnicity","Civic Intent score",,,418,0,94.32960893854747
2024-10-28 00:00:00,"Gender","Civic Intent score",,,406,0,85.61717877094972
2024-10-28 00:00:00,"Giver Type","Civic Intent score",,,1211,0,89.6973954277409
2024-10-28 00:00:00,"State","Civic Intent score",,,384,0,106.77374301675977
2024-11-04 00:00:00,"ACP Community Type","Civic Intent score",,,419,0,108.77094972067039
2024-11-04 00:00:00,"Age","Civic Intent score",,,405,0,80.90131091287593
2024-11-04 00:00:00,"All","Civic Intent score",,,405,0,66.01561522670616
2024-11-04 00:00:00,"Children in Home","Civic Intent score",,,405,0,76.78105016567395
2024-11-04 00:00:00,"Demographics","Civic Intent score",,,405,0,80.69964253623193
2024-11-04 00:00:00,"Ethnicity","Civic Intent score",,,430,0,94.32960893854747
2024-11-04 00:00:00,"Gender","Civic Intent score",,,405,0,85.61717877094972
2024-11-04 00:00:00,"Giver Type","Civic Intent score",,,1181,0,89.6973954277409
2024-11-04 00:00:00,"State","Civic Intent score",,,422,0,106.77374301675977
2024-11-11 00:00:00,"ACP Community Type","Civic Intent score",,,411,0,108.77094972067039
2024-11-11 00:00:00,"Age","Civic Intent score",,,405,0,80.90131091287593
2024-11-11 00:00:00,"All","Civic Intent score",,,405,0,66.01561522670616
2024-11-11 00:00:00,"Children in Home","Civic Intent score",,,405,0,76.78105016567395
2024-11-11 00:00:00,"Demographics","Civic Intent score",,,405,0,80.69964253623193
2024-11-11 00:00:00,"Ethnicity","Civic Intent score",,,426,0,94.32960893854747
2024-11-11 00:00:00,"Gender","Civic Intent score",,,408,0,85.61717877094972
2024-11-11 00:00:00,"Giver Type","Civic Intent score",,,1190,0,89.6973954277409
2024-11-11 00:00:00,"State","Civic Intent score",,,378,0,106.77374301675977
2024-11-18 00:00:00,"ACP Community Type","Civic Intent score",,,405,0,108.77094972067039
2024-11-18 00:00:00,"Age","Civic Intent score",,,405,0,80.90131091287593
2024-11-18 00:00:00,"All","Civic Intent score",,,405,0,66.01561522670616
2024-11-18 00:00:00,"Children in Home","Civic Intent score",,,405,0,76.78105016567395
2024-11-18 00:00:00,"Demographics","Civic Intent score",,,405,0,80.69964253623193
2024-11-18 00:00:00,"Ethnicity","Civic Intent score",,,429,0,94.32960893854747
2024-11-18 00:00:00,"Gender","Civic Intent score",,,404,0,85.61717877094972
2024-11-18 00:00:00,"Giver Type","Civic Intent score",,,1261,0,89.6973954277409
2024-11-18 00:00:00,"State","Civic Intent score",,,420,0,106.77374301675977
2024-11-25 00:00:00,"ACP Community Type","Civic Intent score",,,397,0,108.77094972067039
2024-11-25 00:00:00,"Age","Civic Intent score",,,402,0,80.90131091287593
2024-11-25 00:00:00,"All","Civic Intent score",,,402,0,66.01561522670616
2024-11-25 00:00:00,"Children in Home","Civic Intent score",,,402,0,76.78105016567395
2024-11-25 00:00:00,"Demographics","Civic Intent score",,,402,0,80.69964253623193
2024-11-25 00:00:00,"Ethnicity","Civic Intent score",,,440,0,94.32960893854747
2024-11-25 00:00:00,"Gender","Civic Intent score",,,404,0,85.61717877094972
2024-11-25 00:00:00,"Giver Type","Civic Intent score",,,1255,0,89.6973954277409
2024-11-25 00:00:00,"State","Civic Intent score",,,415,0,106.77374301675977
2024-12-02 00:00:00,"ACP Community Type","Civic Intent score",,,398,0,108.77094972067039
2024-12-02 00:00:00,"Age","Civic Intent score",,,402,0,80.90131091287593
2024-12-02 00:00:00,"All","Civic Intent score",,,402,0,66.01561522670616
2024-12-02 00:00:00,"Children in Home","Civic Intent score",,,402,0,76.78105016567395
2024-12-02 00:00:00,"Demographics","Civic Intent score",,,402,0,80.69964253623193
2024-12-02 00:00:00,"Ethnicity","Civic Intent score",,,436,0,94.32960893854747
2024-12-02 00:00:00,"Gender","Civic Intent score",,,400,0,85.61717877094972
2024-12-02 00:00:00,"Giver Type","Civic Intent score",,,1262,0,89.6973954277409
2024-12-02 00:00:00,"State","Civic Intent score",,,403,0,106.77374301675977
2024-12-09 00:00:00,"ACP Community Type","Civic Intent score",,,414,0,108.77094972067039
2024-12-09 00:00:00,"Age","Civic Intent score",,,403,0,80.90131091287593
2024-12-09 00:00:00,"All","Civic Intent score",,,403,0,66.01561522670616
2024-12-09 00:00:00,"Children in Home","Civic Intent score",,,403,0,76.78105016567395
2024-12-09 00:00:00,"Demographics","Civic Intent score",,,403,0,80.69964253623193
2024-12-09 00:00:00,"Ethnicity","Civic Intent score",,,431,0,94.32960893854747
2024-12-09 00:00:00,"Gender","Civic Intent score",,,406,0,85.61717877094972
2024-12-09 00:00:00,"Giver Type","Civic Intent score",,,1275,0,89.6973954277409
2024-12-09 00:00:00,"State","Civic Intent score",,,402,0,106.77374301675977
2024-12-16 00:00:00,"ACP Community Type","Civic Intent score",,,398,0,108.77094972067039
2024-12-16 00:00:00,"Age","Civic Intent score",,,404,0,80.90131091287593
2024-12-16 00:00:00,"All","Civic Intent score",,,404,0,66.01561522670616
2024-12-16 00:00:00,"Children in Home","Civic Intent score",,,404,0,76.78105016567395
2024-12-16 00:00:00,"Demographics","Civic Intent score",,,404,0,80.69964253623193
2024-12-16 00:00:00,"Ethnicity","Civic Intent score",,,440,0,94.32960893854747
2024-12-16 00:00:00,"Gender","Civic Intent score",,,405,0,85.61717877094972
2024-12-16 00:00:00,"Giver Type","Civic Intent score",,,1265,0,89.6973954277409
2024-12-16 00:00:00,"State","Civic Intent score",,,395,0,106.77374301675977
2024-12-23 00:00:00,"ACP Community Type","Civic Intent score",,,392,0,108.77094972067039
2024-12-23 00:00:00,"Age","Civic Intent score",,,404,0,80.90131091287593
2024-12-23 00:00:00,"All","Civic Intent score",,,404,0,66.01561522670616
2024-12-23 00:00:00,"Children in Home","Civic Intent score",,,404,0,76.78105016567395
2024-12-23 00:00:00,"Demographics","Civic Intent score",,,404,0,80.69964253623193
2024-12-23 00:00:00,"Ethnicity","Civic Intent score",,,429,0,94.32960893854747
2024-12-23 00:00:00,"Gender","Civic Intent score",,,406,0,85.61717877094972
2024-12-23 00:00:00,"Giver Type","Civic Intent score",,,1238,0,89.6973954277409
2024-12-23 00:00:00,"State","Civic Intent score",,,424,0,106.77374301675977
2024-12-30 00:00:00,"ACP Community Type","Civic Intent score",,,407,0,108.77094972067039
2024-12-30 00:00:00,"Age","Civic Intent score",,,405,0,80.90131091287593
2024-12-30 00:00:00,"All","Civic Intent score",,,405,0,66.01561522670616
2024-12-30 00:00:00,"Children in Home","Civic Intent score",,,405,0,76.78105016567395
2024-12-30 00:00:00,"Demographics","Civic Intent score",,,405,0,80.69964253623193
2024-12-30 00:00:00,"Ethnicity","Civic Intent score",,,435,0,94.32960893854747
2024-12-30 00:00:00,"Gender","Civic Intent score",,,402,0,85.61717877094972
2024-12-30 00:00:00,"Giver Type","Civic Intent score",,,1234,0,89.6973954277409
2024-12-30 00:00:00,"State","Civic Intent score",,,381,0,106.77374301675977
2025-01-06 00:00:00,"ACP Community Type","Civic Intent score",,,413,108.77094972067039,0
2025-01-06 00:00:00,"Age","Civic Intent score",,,408,80.90131091287593,0
2025-01-06 00:00:00,"All","Civic Intent score",,,408,66.01561522670616,0
2025-01-06 00:00:00,"Children in Home","Civic Intent score",,,408,76.78105016567395,0
2025-01-06 00:00:00,"Demographics","Civic Intent score",,,408,80.69964253623193,0
2025-01-06 00:00:00,"Ethnicity","Civic Intent score",,,440,94.32960893854747,0
2025-01-06 00:00:00,"Gender","Civic Intent score",,,412,85.61717877094972,0
2025-01-06 00:00:00,"Giver Type","Civic Intent score",,,1232,89.6973954277409,0
2025-01-06 00:00:00,"State","Civic Intent score",,,400,106.77374301675977,0
2025-01-13 00:00:00,"ACP Community Type","Civic Intent score",,,404,108.77094972067039,0
2025-01-13 00:00:00,"Age","Civic Intent score",,,407,80.90131091287593,0
2025-01-13 00:00:00,"All","Civic Intent score",,,407,66.01561522670616,0
2025-01-13 00:00:00,"Children in Home","Civic Intent score",,,407,76.78105016567395,0
2025-01-13 00:00:00,"Demographics","Civic Intent score",,,407,80.69964253623193,0
2025-01-13 00:00:00,"Ethnicity","Civic Intent score",,,434,94.32960893854747,0
2025-01-13 00:00:00,"Gender","Civic Intent score",,,407,85.61717877094972,0
2025-01-13 00:00:00,"Giver Type","Civic Intent score",,,1199,89.6973954277409,0
2025-01-13 00:00:00,"State","Civic Intent score",,,399,106.77374301675977,0
2025-01-20 00:00:00,"ACP Community Type","Civic Intent score",,,408,108.77094972067039,0
2025-01-20 00:00:00,"Age","Civic Intent score",,,409,80.90131091287593,0
2025-01-20 00:00:00,"All","Civic Intent score",,,409,66.01561522670616,0
2025-01-20 00:00:00,"Children in Home","Civic Intent score",,,409,76.78105016567395,0
2025-01-20 00:00:00,"Demographics","Civic Intent score",,,409,80.69964253623193,0
2025-01-20 00:00:00,"Ethnicity","Civic Intent score",,,438,94.32960893854747,0
2025-01-20 00:00:00,"Gender","Civic Intent score",,,406,85.61717877094972,0
2025-01-20 00:00:00,"Giver Type","Civic Intent score",,,1191,89.6973954277409,0
2025-01-20 00:00:00,"State","Civic Intent score",,,409,106.77374301675977,0
2025-01-27 00:00:00,"ACP Community Type","Civic Intent score",,,409,108.77094972067039,0
2025-01-27 00:00:00,"Age","Civic Intent score",,,410,80.90131091287593,0
2025-01-27 00:00:00,"All","Civic Intent score",,,410,66.01561522670616,0
2025-01-27 00:00:00,"Children in Home","Civic Intent score",,,410,76.78105016567395,0
2025-01-27 00:00:00,"Demographics","Civic Intent score",,,410,80.69964253623193,0
2025-01-27 00:00:00,"Ethnicity","Civic Intent score",,,438,94.32960893854747,0
2025-01-27 00:00:00,"Gender","Civic Intent score",,,407,85.61717877094972,0
2025-01-27 00:00:00,"Giver Type","Civic Intent score",,,1183,89.6973954277409,0
2025-01-27 00:00:00,"State","Civic Intent score",,,405,106.77374301675977,0
2025-02-03 00:00:00,"ACP Community Type","Civic Intent score",,,414,108.77094972067039,0
2025-02-03 00:00:00,"Age","Civic Intent score",,,406,80.90131091287593,0
2025-02-03 00:00:00,"All","Civic Intent score",,,406,66.01561522670616,0
2025-02-03 00:00:00,"Children in Home","Civic Intent score",,,406,76.78105016567395,0
2025-02-03 00:00:00,"Demographics","Civic Intent score",,,406,80.69964253623193,0
2025-02-03 00:00:00,"Ethnicity","Civic Intent score",,,433,94.32960893854747,0
2025-02-03 00:00:00,"Gender","Civic Intent score",,,405,85.61717877094972,0
2025-02-03 00:00:00,"Giver Type","Civic Intent score",,,1177,89.6973954277409,0
2025-02-03 00:00:00,"State","Civic Intent score",,,371,106.77374301675977,0
2025-02-10 00:00:00,"ACP Community Type","Civic Intent score",,,403,108.77094972067039,0
2025-02-10 00:00:00,"Age","Civic Intent score",,,407,80.90131091287593,0
2025-02-10 00:00:00,"All","Civic Intent score",,,407,66.01561522670616,0
2025-02-10 00:00:00,"Children in Home","Civic Intent score",,,407,76.78105016567395,0
2025-02-10 00:00:00,"Demographics","Civic Intent score",,,407,80.69964253623193,0
2025-02-10 00:00:00,"Ethnicity","Civic Intent score",,,429,94.32960893854747,0
2025-02-10 00:00:00,"Gender","Civic Intent score",,,407,85.61717877094972,0
2025-02-10 00:00:00,"Giver Type","Civic Intent score",,,1199,89.6973954277409,0
2025-02-10 00:00:00,"State","Civic Intent score",,,440,106.77374301675977,0
2025-02-17 00:00:00,"ACP Community Type","Civic Intent score",,,402,108.77094972067039,0
2025-02-17 00:00:00,"Age","Civic Intent score",,,405,80.90131091287593,0
2025-02-17 00:00:00,"All","Civic Intent score",,,405,66.01561522670616,0
2025-02-17 00:00:00,"Children in Home","Civic Intent score",,,405,76.78105016567395,0
2025-02-17 00:00:00,"Demographics","Civic Intent score",,,405,80.69964253623193,0
2025-02-17 00:00:00,"Ethnicity","Civic Intent score",,,441,94.32960893854747,0
2025-02-17 00:00:00,"Gender","Civic Intent score",,,405,85.61717877094972,0
2025-02-17 00:00:00,"Giver Type","Civic Intent score",,,1203,89.6973954277409,0
2025-02-17 00:00:00,"State","Civic Intent score",,,415,106.77374301675977,0
2025-02-24 00:00:00,"ACP Community Type","Civic Intent score",,,397,108.77094972067039,0
2025-02-24 00:00:00,"Age","Civic Intent score",,,404,80.90131091287593,0
2025-02-24 00:00:00,"All","Civic Intent score",,,404,66.01561522670616,0
2025-02-24 00:00:00,"Children in Home","Civic Intent score",,,404,76.78105016567395,0
2025-02-24 00:00:00,"Demographics","Civic Intent score",,,404,80.69964253623193,0
2025-02-24 00:00:00,"Ethnicity","Civic Intent score",,,432,94.32960893854747,0
2025-02-24 00:00:00,"Gender","Civic Intent score",,,404,85.61717877094972,0
2025-02-24 00:00:00,"Giver Type","Civic Intent score",,,1242,89.6973954277409,0
2025-02-24 00:00:00,"State","Civic Intent score",,,418,106.77374301675977,0
2025-03-03 00:00:00,"ACP Community Type","Civic Intent score",,,396,108.77094972067039,0
2025-03-03 00:00:00,"Age","Civic Intent score",,,405,80.90131091287593,0
2025-03-03 00:00:00,"All","Civic Intent score",,,405,66.01561522670616,0
2025-03-03 00:00:00,"Children in Home","Civic Intent score",,,405,76.78105016567395,0
2025-03-03 00:00:00,"Demographics","Civic Intent score",,,405,80.69964253623193,0
2025-03-03 00:00:00,"Ethnicity","Civic Intent score",,,444,94.32960893854747,0
2025-03-03 00:00:00,"Gender","Civic Intent score",,,405,85.61717877094972,0
2025-03-03 00:00:00,"Giver Type","Civic Intent score",,,1210,89.6973954277409,0
2025-03-03 00:00:00,"State","Civic Intent score",,,420,106.77374301675977,0
2025-03-10 00:00:00,"ACP Community Type","Civic Intent score",,,415,108.77094972067039,0
2025-03-10 00:00:00,"Age","Civic Intent score",,,403,80.90131091287593,0
2025-03-10 00:00:00,"All","Civic Intent score",,,403,66.01561522670616,0
2025-03-10 00:00:00,"Children in Home","Civic Intent score",,,403,76.78105016567395,0
2025-03-10 00:00:00,"Demographics","Civic Intent score",,,403,80.69964253623193,0
2025-03-10 00:00:00,"Ethnicity","Civic Intent score",,,451,94.32960893854747,0
2025-03-10 00:00:00,"Gender","Civic Intent score",,,403,85.61717877094972,0
2025-03-10 00:00:00,"Giver Type","Civic Intent score",,,1206,89.6973954277409,0
2025-03-10 00:00:00,"State","Civic Intent score",,,413,106.77374301675977,0
2025-03-17 00:00:00,"ACP Community Type","Civic Intent score",,,410,108.77094972067039,0
2025-03-17 00:00:00,"Age","Civic Intent score",,,402,80.90131091287593,0
2025-03-17 00:00:00,"All","Civic Intent score",,,402,66.01561522670616,0
2025-03-17 00:00:00,"Children in Home","Civic Intent score",,,402,76.78105016567395,0
2025-03-17 00:00:00,"Demographics","Civic Intent score",,,402,80.69964253623193,0
2025-03-17 00:00:00,"Ethnicity","Civic Intent score",,,440,94.32960893854747,0
2025-03-17 00:00:00,"Gender","Civic Intent score",,,402,85.61717877094972,0
2025-03-17 00:00:00,"Giver Type","Civic Intent score",,,1254,89.6973954277409,0
2025-03-17 00:00:00,"State","Civic Intent score",,,378,106.77374301675977,0
2025-03-24 00:00:00,"ACP Community Type","Civic Intent score",,,402,108.77094972067039,0
2025-03-24 00:00:00,"Age","Civic Intent score",,,402,80.90131091287593,0
2025-03-24 00:00:00,"All","Civic Intent score",,,402,66.01561522670616,0
2025-03-24 00:00:00,"Children in Home","Civic Intent score",,,402,76.78105016567395,0
2025-03-24 00:00:00,"Demographics","Civic Intent score",,,402,80.69964253623193,0
2025-03-24 00:00:00,"Ethnicity","Civic Intent score",,,427,94.32960893854747,0
2025-03-24 00:00:00,"Gender","Civic Intent score",,,402,85.61717877094972,0
2025-03-24 00:00:00,"Giver Type","Civic Intent score",,,1228,89.6973954277409,0
2025-03-24 00:00:00,"State","Civic Intent score",,,400,106.77374301675977,0
2025-03-31 00:00:00,"ACP Community Type","Civic Intent score",,,390,108.77094972067039,0
2025-03-31 00:00:00,"Age","Civic Intent score",,,402,80.90131091287593,0
2025-03-31 00:00:00,"All","Civic Intent score",,,402,66.01561522670616,0
2025-03-31 00:00:00,"Children in Home","Civic Intent score",,,402,76.78105016567395,0
2025-03-31 00:00:00,"Demographics","Civic Intent score",,,402,80.69964253623193,0
2025-03-31 00:00:00,"Ethnicity","Civic Intent score",,,427,94.32960893854747,0
2025-03-31 00:00:00,"Gender","Civic Intent score",,,402,85.61717877094972,0
2025-03-31 00:00:00,"Giver Type","Civic Intent score",,,1250,89.6973954277409,0
2025-03-31 00:00:00,"State","Civic Intent score",,,387,106.77374301675977,0
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",18.086592178770946,"Aging Farmlands",4,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",37.719622905027926,"Not available",4,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",45.13120749598742,"Working Class Country",14,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",53.414399175306265,"Rural Middle America",20,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",54.79298228359635,"Exurbs",36,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",55.12833410875419,"Hispanic Centers",19,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",55.91517454059038,"College Towns",27,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",57.45846260877071,"African American South",21,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",58.237870760846306,"Urban Burbs",87,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",58.94249315614911,"Military Posts",9,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",59.06099107570707,"Big Cities",97,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",59.7840666733296,"Graying America",32,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",63.88004258573308,"Middle Suburbs",26,,
2024-07-22 00:00:00,"ACP Community Type","Civic Intent score",66.54441615832664,"Evangelical Hubs",9,,
2024-07-22 00:00:00,"Age","Civic Intent score",54.4538920239948,"50 to 64",100,,
2024-07-22 00:00:00,"Age","Civic Intent score",56.70125585257934,"65 to 85",86,,
2024-07-22 00:00:00,"Age","Civic Intent score",57.32421823720565,"35 to 49",93,,
2024-07-22 00:00:00,"Age","Civic Intent score",60.762579682698544,"25 to 29",25,,
2024-07-22 00:00:00,"Age","Civic Intent score",60.89915069202285,"18 to 24",49,,
